timestamp,vehicle_id,tyre_id,tyre_position,manufacture_date,tyre_age_days,distance_km,pressure_psi,temperature_c,vibration,speed_kmh,road_condition,weather_condition,vehicle_load_kg,braking_intensity,pressure_change,temperature_change,wear_ratio,abrasion_rate_mg_km,microplastic_g_per_km,dust_pm25_ug_m3,tyre_health_status,remaining_life_km
2026-07-28 20:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9421.84,33.47,120.0,0.27,128.74,NORMAL,WET,416.6,0.432,-0.028,0.0,0.157,677.109,0.40627,101.566,CRITICAL,43365.72
2026-07-28 21:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9435.17,33.46,120.0,0.131,79.98,GOOD,RAIN,502.8,0.344,-0.019,0.0,0.1573,257.2,0.15432,38.58,CRITICAL,44727.63
2026-07-28 21:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9444.18,33.44,120.0,0.133,54.1,GOOD,WET,349.0,0.021,-0.02,0.0,0.1574,76.314,0.04579,11.447,CRITICAL,45058.06
2026-07-28 21:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9454.92,33.44,120.0,0.203,64.43,NORMAL,DRY,326.5,0.138,-0.001,0.0,0.1576,164.374,0.09862,24.656,CRITICAL,44646.68
2026-07-28 21:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9471.35,33.43,120.0,0.211,98.57,NORMAL,WET,318.6,0.02,-0.008,0.0,0.1579,208.784,0.12527,31.318,CRITICAL,44907.79
2026-07-28 21:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9484.73,33.41,120.0,0.107,80.29,NORMAL,DRY,356.8,0.071,-0.016,0.0,0.1581,175.438,0.10526,26.316,CRITICAL,43928.82
2026-07-28 21:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9496.87,33.41,120.0,0.267,72.84,NORMAL,DRY,406.1,0.034,-0.002,0.0,0.1583,174.165,0.1045,26.125,CRITICAL,45401.76
2026-07-28 22:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9506.56,33.17,120.0,0.397,58.15,ROUGH,SNOW,424.8,1.0,-0.239,0.0,0.1584,616.239,0.36974,92.436,CRITICAL,40726.16
2026-07-28 22:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9517.58,33.14,120.0,0.105,66.11,GOOD,DRY,415.4,0.025,-0.027,0.0,0.1586,120.262,0.07216,18.039,CRITICAL,44335.49
2026-07-28 22:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9531.95,33.13,120.0,0.247,86.21,ROUGH,DRY,424.2,0.596,-0.018,0.0,0.1589,513.287,0.30797,76.993,CRITICAL,43590.51
2026-07-28 22:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9539.39,33.11,120.0,0.251,44.61,GOOD,DRY,454.0,0.015,-0.012,0.0,0.159,82.903,0.04974,12.435,CRITICAL,44644.18
2026-07-28 22:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9552.07,33.1,120.0,0.05,76.09,NORMAL,DRY,449.0,0.026,-0.014,0.0,0.1592,153.654,0.09219,23.048,CRITICAL,44810.45
2026-07-28 22:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9556.58,33.09,120.0,0.158,27.07,GOOD,RAIN,442.3,0.503,-0.008,0.0,0.1593,59.659,0.0358,8.949,CRITICAL,42786.8
2026-07-28 23:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9564.42,33.09,120.0,0.182,47.06,NORMAL,RAIN,488.7,0.637,-0.002,0.0,0.1594,171.199,0.10272,25.68,CRITICAL,42630.73
2026-07-28 23:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9571.23,33.08,120.0,0.304,40.82,GOOD,DRY,491.8,0.022,-0.008,0.0,0.1595,82.18,0.04931,12.327,CRITICAL,43443.64
2026-07-28 23:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9579.9,33.06,120.0,0.126,52.07,GOOD,RAIN,392.2,0.108,-0.017,0.0,0.1597,81.342,0.04881,12.201,CRITICAL,44287.95
2026-07-28 23:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9590.38,33.05,120.0,0.191,62.84,ROUGH,DRY,488.7,0.208,-0.012,0.0,0.1598,195.998,0.1176,29.4,CRITICAL,43751.29
2026-07-28 23:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9601.94,33.03,120.0,0.161,69.37,NORMAL,WET,388.1,0.122,-0.018,0.0,0.16,143.668,0.0862,21.55,CRITICAL,44834.78
2026-07-28 23:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9610.31,33.01,120.0,0.2,50.21,GOOD,DRY,379.9,0.012,-0.026,0.0,0.1602,86.385,0.05183,12.958,CRITICAL,43929.98
2026-07-29 00:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9625.39,33.01,120.0,0.166,90.51,GOOD,RAIN,407.8,1.0,-0.003,0.0,0.1604,549.346,0.32961,82.402,CRITICAL,43462.65
2026-07-29 00:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9638.21,32.98,120.0,0.249,76.87,NORMAL,RAIN,473.0,0.192,-0.029,0.0,0.1606,218.902,0.13134,32.835,CRITICAL,45123.19
2026-07-29 00:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9650.24,32.96,120.0,0.188,72.2,NORMAL,RAIN,498.3,0.071,-0.016,0.0,0.1608,150.842,0.09051,22.626,CRITICAL,44786.94
2026-07-29 00:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9661.5,32.95,120.0,0.341,67.56,GOOD,DRY,388.3,0.043,-0.01,0.0,0.161,172.023,0.10321,25.803,CRITICAL,43311.86
2026-07-29 00:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9677.71,32.92,120.0,0.205,97.24,GOOD,WET,371.7,0.08,-0.026,0.0,0.1613,232.236,0.13934,34.835,CRITICAL,44208.27
2026-07-29 00:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9690.59,32.91,120.0,0.247,77.32,GOOD,DRY,385.9,0.002,-0.016,0.0,0.1615,171.25,0.10275,25.687,CRITICAL,43866.95
2026-07-29 01:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9700.18,32.89,120.0,0.177,57.51,GOOD,DRY,371.4,0.033,-0.021,0.0,0.1617,108.218,0.06493,16.233,CRITICAL,43464.92
2026-07-29 01:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9711.62,32.88,120.0,0.341,68.63,ROUGH,DRY,373.6,0.387,-0.007,0.0,0.1619,313.008,0.1878,46.951,CRITICAL,43416.4
2026-07-29 01:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9725.34,32.87,120.0,0.218,82.34,NORMAL,DRY,435.9,0.303,-0.011,0.0,0.1621,331.808,0.19908,49.771,CRITICAL,43708.81
2026-07-29 01:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9737.04,32.86,120.0,0.069,70.2,NORMAL,DRY,347.8,0.038,-0.007,0.0,0.1623,132.544,0.07953,19.882,CRITICAL,43738.37
2026-07-29 01:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9746.88,32.84,120.0,0.109,59.04,NORMAL,WET,521.0,0.041,-0.018,0.0,0.1624,101.917,0.06115,15.288,CRITICAL,43349.72
2026-07-29 01:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9758.46,32.82,120.0,0.163,69.52,GOOD,DRY,454.3,0.02,-0.028,0.0,0.1626,146.367,0.08782,21.955,CRITICAL,43269.11
2026-07-29 02:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9773.26,32.79,120.0,0.248,88.78,GOOD,RAIN,410.3,0.017,-0.025,0.0,0.1629,177.722,0.10663,26.658,CRITICAL,43946.72
2026-07-29 02:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9784.06,32.78,120.0,0.174,64.82,NORMAL,RAIN,434.9,0.253,-0.016,0.0,0.1631,162.825,0.09769,24.424,CRITICAL,44103.58
2026-07-29 02:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9791.87,32.75,120.0,0.246,46.81,NORMAL,DRY,444.3,0.061,-0.023,0.0,0.1632,97.803,0.05868,14.671,CRITICAL,43848.82
2026-07-29 02:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9805.64,32.74,120.0,0.165,82.64,GOOD,DRY,328.1,0.119,-0.016,0.0,0.1634,220.399,0.13224,33.06,CRITICAL,43951.15
2026-07-29 02:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9816.23,32.71,120.0,0.241,63.57,NORMAL,WET,361.2,0.006,-0.026,0.0,0.1636,108.993,0.0654,16.349,CRITICAL,43730.95
2026-07-29 02:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9829.29,32.69,120.0,0.231,78.36,NORMAL,DRY,402.9,0.076,-0.025,0.0,0.1638,204.186,0.12251,30.628,CRITICAL,44019.41
2026-07-29 03:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9838.21,32.67,120.0,0.306,53.52,NORMAL,RAIN,378.3,0.076,-0.018,0.0,0.164,100.57,0.06034,15.085,CRITICAL,43536.56
2026-07-29 03:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9851.41,32.66,120.0,0.063,79.16,GOOD,WET,522.8,0.022,-0.012,0.0,0.1642,150.088,0.09005,22.513,CRITICAL,44461.42
2026-07-29 03:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9866.29,32.64,120.0,0.25,89.29,NORMAL,DRY,368.3,0.316,-0.015,0.0,0.1644,381.364,0.22882,57.205,CRITICAL,44225.57
2026-07-29 03:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9875.47,32.62,120.0,0.065,55.06,GOOD,WET,431.8,0.034,-0.023,0.0,0.1646,80.769,0.04846,12.115,CRITICAL,44043.38
2026-07-29 03:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9893.82,32.61,120.0,0.202,110.14,NORMAL,DRY,365.7,0.1,-0.012,0.0,0.1649,343.315,0.20599,51.497,CRITICAL,43105.83
2026-07-29 03:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9910.34,32.6,120.0,0.099,99.12,NORMAL,RAIN,438.2,0.959,-0.01,0.0,0.1652,579.574,0.34774,86.936,CRITICAL,41444.99
2026-07-29 04:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9920.28,32.57,120.0,0.164,59.62,NORMAL,WET,390.4,0.005,-0.028,0.0,0.1653,89.648,0.05379,13.447,CRITICAL,44282.46
2026-07-29 04:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9929.02,32.56,120.0,0.105,52.45,GOOD,RAIN,387.6,0.081,-0.009,0.0,0.1655,75.919,0.04555,11.388,CRITICAL,44324.85
2026-07-29 04:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9941.91,32.53,120.0,0.107,77.32,NORMAL,DRY,380.8,0.027,-0.026,0.0,0.1657,151.196,0.09072,22.679,CRITICAL,42203.53
2026-07-29 04:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9953.28,32.52,120.0,0.157,68.23,GOOD,RAIN,451.1,0.057,-0.017,0.0,0.1659,122.78,0.07367,18.417,CRITICAL,44030.03
2026-07-29 04:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9964.38,32.49,120.0,0.217,66.57,ROUGH,DRY,338.1,0.122,-0.026,0.0,0.1661,172.072,0.10324,25.811,CRITICAL,42605.28
2026-07-29 04:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9970.67,32.47,120.0,0.218,37.75,NORMAL,DRY,316.8,0.032,-0.019,0.0,0.1662,60.816,0.03649,9.122,CRITICAL,44131.65
2026-07-29 05:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9984.97,32.46,120.0,0.182,85.8,NORMAL,DRY,362.3,0.098,-0.015,0.0,0.1664,229.675,0.1378,34.451,CRITICAL,43166.9
2026-07-29 05:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,9996.17,32.43,120.0,0.273,67.19,GOOD,RAIN,403.2,0.15,-0.024,0.0,0.1666,158.177,0.09491,23.727,CRITICAL,42419.16
2026-07-29 05:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10007.09,32.41,120.0,0.252,65.51,NORMAL,DRY,341.8,0.042,-0.027,0.0,0.1668,148.632,0.08918,22.295,CRITICAL,43800.01
2026-07-29 05:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10017.96,32.15,120.0,0.164,65.26,NORMAL,SNOW,415.4,0.578,-0.251,0.0,0.167,386.665,0.232,58.0,CRITICAL,41182.03
2026-07-29 05:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10029.9,32.14,120.0,0.18,71.61,NORMAL,RAIN,455.9,0.196,-0.01,0.0,0.1672,178.922,0.10735,26.838,CRITICAL,43402.26
2026-07-29 05:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10044.68,32.12,120.0,0.21,88.7,GOOD,RAIN,378.9,0.074,-0.029,0.0,0.1674,190.867,0.11452,28.63,CRITICAL,42938.29
2026-07-29 06:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10051.07,32.09,120.0,0.237,38.31,NORMAL,DRY,406.3,0.068,-0.021,0.0,0.1675,69.652,0.04179,10.448,CRITICAL,42815.66
2026-07-29 06:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10058.42,32.07,120.0,0.234,44.11,ROUGH,WET,401.2,0.172,-0.025,0.0,0.1676,88.649,0.05319,13.297,CRITICAL,43580.27
2026-07-29 06:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10069.02,32.06,120.0,0.146,63.62,NORMAL,DRY,283.5,0.008,-0.008,0.0,0.1678,114.232,0.06854,17.135,CRITICAL,43808.34
2026-07-29 06:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10079.53,32.04,120.0,0.222,63.02,NORMAL,RAIN,527.3,0.104,-0.023,0.0,0.168,142.977,0.08579,21.447,CRITICAL,43309.58
2026-07-29 06:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10090.85,32.01,120.0,0.232,67.94,GOOD,RAIN,401.2,0.115,-0.027,0.0,0.1682,143.256,0.08595,21.488,CRITICAL,43416.57
2026-07-29 06:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10095.83,31.99,120.0,0.222,29.9,NORMAL,DRY,406.2,0.092,-0.025,0.0,0.1683,49.65,0.02979,7.448,CRITICAL,42811.69
2026-07-29 07:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10099.6,31.97,120.0,0.259,22.61,GOOD,DRY,394.8,0.061,-0.018,0.0,0.1683,31.764,0.01906,4.765,CRITICAL,43025.4
2026-07-29 07:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10111.16,31.67,120.0,0.25,69.35,GOOD,SNOW,509.7,0.284,-0.3,0.0,0.1685,370.235,0.22214,55.535,CRITICAL,42855.16
2026-07-29 07:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10126.51,31.65,120.0,0.125,92.1,GOOD,WET,463.8,0.007,-0.018,0.0,0.1688,177.138,0.10628,26.571,CRITICAL,44452.59
2026-07-29 07:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10134.9,31.64,120.0,0.281,50.34,NORMAL,DRY,394.3,0.006,-0.013,0.0,0.1689,95.505,0.0573,14.326,CRITICAL,41774.26
2026-07-29 07:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10150.23,31.61,120.0,0.075,91.96,GOOD,WET,477.2,0.098,-0.027,0.0,0.1692,212.064,0.12724,31.81,CRITICAL,42452.15
2026-07-29 07:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10165.51,31.6,120.0,0.187,91.68,NORMAL,WET,428.3,0.201,-0.016,0.0,0.1694,271.667,0.163,40.75,CRITICAL,43560.35
2026-07-29 08:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10177.19,31.57,120.0,0.356,70.12,GOOD,DRY,411.4,0.024,-0.028,0.0,0.1696,181.072,0.10864,27.161,CRITICAL,42422.12
2026-07-29 08:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10185.77,31.55,120.0,0.088,51.45,GOOD,DRY,336.3,0.037,-0.022,0.0,0.1698,83.521,0.05011,12.528,CRITICAL,42858.45
2026-07-29 08:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10198.12,31.54,120.0,0.143,74.09,NORMAL,DRY,449.6,0.121,-0.001,0.0,0.17,194.394,0.11664,29.159,CRITICAL,42849.6
2026-07-29 08:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10210.83,31.52,120.0,0.283,76.26,ROUGH,RAIN,335.7,0.275,-0.027,0.0,0.1702,237.641,0.14258,35.646,CRITICAL,42471.51
2026-07-29 08:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10223.72,31.52,120.0,0.228,77.36,GOOD,DRY,387.2,0.024,-0.001,0.0,0.1704,178.378,0.10703,26.757,CRITICAL,43187.01
2026-07-29 08:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10230.39,31.51,120.0,0.21,40.02,NORMAL,WET,440.9,0.037,-0.008,0.0,0.1705,59.735,0.03584,8.96,CRITICAL,42917.08
2026-07-29 09:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10240.93,31.48,120.0,0.065,63.26,NORMAL,WET,459.6,0.002,-0.027,0.0,0.1707,95.724,0.05743,14.359,CRITICAL,42450.8
2026-07-29 09:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10251.16,31.47,120.0,0.146,61.38,GOOD,RAIN,324.3,0.007,-0.01,0.0,0.1709,86.798,0.05208,13.02,CRITICAL,43356.27
2026-07-29 09:22:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10262.15,31.44,120.0,0.296,65.91,ROUGH,DRY,380.8,0.337,-0.03,0.0,0.171,264.816,0.15889,39.722,CRITICAL,42840.41
2026-07-29 09:32:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10279.2,31.43,120.0,0.162,102.3,NORMAL,RAIN,453.4,0.397,-0.016,0.0,0.1713,399.0,0.2394,59.85,CRITICAL,42448.05
2026-07-29 09:42:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10286.13,31.42,120.0,0.289,41.62,ROUGH,DRY,375.2,0.18,-0.006,0.0,0.1714,103.74,0.06224,15.561,CRITICAL,42553.11
2026-07-29 09:52:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10297.73,31.41,120.0,0.185,69.59,GOOD,WET,404.7,0.071,-0.008,0.0,0.1716,136.724,0.08203,20.509,CRITICAL,42469.34
2026-07-29 10:02:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10305.26,31.41,120.0,0.197,45.18,GOOD,DRY,420.1,0.085,-0.004,0.0,0.1718,89.85,0.05391,13.477,CRITICAL,42587.64
2026-07-29 10:12:23.251603,VEH_001,VEH_001_FL,FL,2024-03-20,890,10314.93,31.4,120.0,0.245,57.98,GOOD,WET,467.7,0.078,-0.005,0.0,0.1719,122.91,0.07375,18.437,CRITICAL,43222.73
